ca_yr,yr,x,y_cat,data_type
2006,64,-657400,1378000,O
1996,54,-709051,1378000,O
1996,54,-737802,1378000,O
1979,37,-687486,1378000,O
1980,38,-710746,1378000,O
1987,45,-587870,1378000,O
1989,47,-620143,1378000,O
1989,47,-592929,1378000,O
1983,41,-742750,1378000,O
1988,46,-785884,1378000,O
1989,47,-793364,1378000,O
1996,54,-731082,1378000,O
2013,71,-633628,1378000,O
1992,50,-743175,1378000,O
1990,48,-646946,1378000,O
1984,42,-728803,1378000,O
1980,38,-739951,1378000,O
1985,43,-741026,1378000,O
2012,70,-633721,1378000,O
1983,41,-709723,1378000,O
1988,46,-749410,1378000,O
1988,46,-679432,1378000,O
1989,47,-712034,1378000,O
2000,58,-786920,1378000,O
2011,69,-648921,1378000,O
2013,71,-824497,1378000,O
2013,71,-702625,1378000,O
1988,46,-628959,1378000,O
1989,47,-681165,1378000,O
2015,73,-633760,1378000,O
2014,72,-611295,1378000,O
1997,55,-675473,1378000,O
1988,46,-654376,1378000,O
1987,45,-644335,1378000,O
2011,69,-697442,1378000,O
2011,69,-697442,1378000,O
2013,71,-633535,1378000,O
2010,68,-840949,1678000,T
2010,68,-849713,1678000,T
2010,68,-858174,1678000,T
2010,68,-830570,1678000,T
2010,68,-837850,1678000,T
2011,69,-746544,1678000,T
2012,70,-797395,1678000,T
2012,70,-757248,1678000,T
2012,70,-734994,1678000,T
2010,68,-772643,1678000,T
2011,69,-819864,1678000,T
2011,69,-823827,1678000,T
2012,70,-790448,1678000,T
2012,70,-926490,1678000,T
2010,68,-689594,1678000,T
2010,68,-683250,1678000,T
2011,69,-766142,1678000,T
2011,69,-764206,1678000,T
2011,69,-758163,1678000,T
2012,70,-908438,1678000,T
2012,70,-833337,1678000,T
2012,70,-779165,1678000,T
2010,68,-721442,1678000,T
2010,68,-781815,1678000,T
2011,69,-816845,1678000,T
2012,70,-777118,1678000,T
2012,70,-824787,1678000,T
2013,71,-750254,1678000,T
2011,69,-742869,1678000,T
2011,69,-743097,1678000,T
2010,68,-801200,1678000,T
2010,68,-727206,1678000,T
2011,69,-728847,1678000,T
2012,70,-683717,1678000,T
2011,69,-709928,1678000,T
2011,69,-783798,1678000,T
2011,69,-831897,1678000,T
2012,70,-572012,1678000,T
2013,71,-898882,1678000,T
2013,71,-904390,1678000,T
2013,71,-955581,1678000,T
2010,68,-796073,1678000,T
2010,68,-740849,1678000,T
2011,69,-863686,1678000,T
2011,69,-868102,1678000,T
2011,69,-864955,1678000,T
2011,69,-881547,1678000,T
2011,69,-891287,1678000,T
2012,70,-736312,1678000,T
2012,70,-735125,1678000,T
2012,70,-719988,1678000,T
2013,71,-852423,1678000,T
2013,71,-828673,1678000,T
2013,71,-828256,1678000,T
2011,69,-745087,1678000,T
2011,69,-806983,1678000,T
2012,70,-771824,1678000,T
2013,71,-546362,1678000,T
2013,71,-601888,1678000,T
2013,71,-624966,1678000,T
2013,71,-658595,1678000,T
2010,68,-784003,1678000,T
2010,68,-796533,1678000,T
2010,68,-758734,1678000,T
2011,69,-767563,1678000,T
2011,69,-805449,1678000,T
2011,69,-837308,1678000,T
2011,69,-841968,1678000,T
2012,70,-785330,1678000,T
2010,68,-820101,1678000,T
2010,68,-788621,1678000,T
2011,69,-746801,1678000,T
2011,69,-719749,1678000,T
2011,69,-720032,1678000,T
2011,69,-751585,1678000,T
2012,70,-625789,1678000,T
2010,68,-835803,1678000,T
2011,69,-761443,1678000,T
2012,70,-740623,1678000,T
2012,70,-709469,1678000,T
2012,70,-734918,1678000,T
2012,70,-734588,1678000,T
2013,71,-845789,1678000,T
2011,69,-627397,1678000,T
2011,69,-773078,1678000,T
2011,69,-790755,1678000,T
2013,71,-855420,1678000,T
2013,71,-885501,1678000,T
2013,71,-891708,1678000,T
2010,68,-791675,1678000,T
2010,68,-760513,1678000,T
2011,69,-855747,1678000,T
2011,69,-934705,1678000,T
2011,69,-785453,1678000,T
2011,69,-803444,1678000,T
2012,70,-762658,1678000,T
2012,70,-767233,1678000,T
2012,70,-767229,1678000,T
2013,71,-767931,1678000,T
2012,70,-809803,1678000,T
2012,70,-796149,1678000,T
2013,71,-671153,1678000,T
2013,71,-687508,1678000,T
2013,71,-700742,1678000,T
2012,70,-803823,1678000,T
2012,70,-801168,1678000,T
2012,70,-838782,1678000,T
2012,70,-894949,1678000,T
2013,71,-734639,1678000,T
2013,71,-753513,1678000,T
2013,71,-762820,1678000,T
2013,71,-785307,1678000,T
2014,72,-784199,1678000,T
2012,70,-826353,1678000,T
2012,70,-869042,1678000,T
2014,72,-792947,1678000,T
2014,72,-867818,1678000,T
2013,71,-775126,1678000,T
2013,71,-756785,1678000,T
2013,71,-772716,1678000,T
2012,70,-666341,1678000,T
2013,71,-733301,1678000,T
2012,70,-772799,1678000,T
2012,70,-769005,1678000,T
2012,70,-753647,1678000,T
2012,70,-743519,1678000,T
2012,70,-720121,1678000,T
2012,70,-711379,1678000,T
2014,72,-746773,1678000,T
2014,72,-741855,1678000,T
2015,73,-770744,1678000,T
2015,73,-750920,1678000,T
2016,74,-731044,1678000,T
2012,70,-912379,1678000,T
2012,70,-910715,1678000,T
2013,71,-746387,1678000,T
2014,72,-754755,1678000,T
2014,72,-761856,1678000,T
2014,72,-778959,1678000,T
2015,73,-782734,1678000,T
2015,73,-830059,1678000,T
2016,74,-766526,1678000,T
2016,74,-791547,1678000,T
2011,69,-835057,1678000,T
2013,71,-813189,1678000,T
2013,71,-772351,1678000,T
2013,71,-697361,1678000,T
2013,71,-731592,1678000,T
2011,69,-811710,1678000,T
2011,69,-829708,1678000,T
2011,69,-826435,1678000,T
2011,69,-780637,1678000,T
2011,69,-744347,1678000,T
2012,70,-777190,1678000,T
2013,71,-774925,1678000,T
2012,70,-785858,1678000,T
2012,70,-784765,1678000,T
2012,70,-829215,1678000,T
2015,73,-859954,1678000,T
2015,73,-853490,1678000,T
2012,70,-961667,1678000,T
2012,70,-974276,1678000,T
2012,70,-982572,1678000,T
2012,70,-1006556,1678000,T
2012,70,-1028090,1678000,T
2012,70,-612146,1678000,T
2012,70,-592813,1678000,T
2012,70,-622802,1678000,T
2012,70,-686510,1678000,T
2011,69,-683393,1678000,T
2011,69,-835846,1678000,T
2011,69,-799927,1678000,T
2011,69,-773272,1678000,T
2013,71,-776367,1678000,T
2014,72,-770922,1678000,T
2015,73,-739136,1678000,T
2015,73,-687122,1678000,T
2016,74,-756411,1678000,T
2013,71,-796554,1678000,T
2014,72,-729697,1678000,T
2014,72,-792084,1678000,T
2014,72,-823799,1678000,T
2014,72,-828855,1678000,T
2014,72,-834798,1678000,T
2015,73,-744479,1678000,T
2015,73,-744499,1678000,T
2015,73,-741849,1678000,T
2015,73,-741769,1678000,T
2015,73,-755075,1678000,T
2016,74,-656995,1678000,T
2016,74,-656506,1678000,T
2016,74,-682890,1678000,T
2016,74,-783238,1678000,T
2011,69,-789822,1678000,T
2011,69,-726518,1678000,T
2012,70,-733668,1678000,T
2012,70,-815544,1678000,T
2012,70,-734394,1678000,T
2012,70,-760377,1678000,T
2012,70,-832817,1678000,T
2013,71,-695121,1678000,T
2013,71,-699689,1678000,T
2014,72,-731343,1678000,T
2014,72,-753026,1678000,T
2012,70,-813962,1678000,T
2012,70,-729848,1678000,T
2013,71,-795625,1678000,T
2013,71,-792443,1678000,T
2013,71,-753631,1678000,T
2014,72,-799997,1678000,T
2014,72,-754056,1678000,T
2014,72,-685057,1678000,T
2015,73,-857704,1678000,T
2015,73,-844924,1678000,T
2015,73,-823907,1678000,T
2013,71,-729333,1678000,T
2014,72,-697080,1678000,T
2014,72,-748330,1678000,T
2014,72,-780458,1678000,T
2015,73,-681085,1678000,T
2015,73,-680609,1678000,T
2012,70,-806307,1678000,T
2012,70,-772418,1678000,T
2013,71,-871536,1678000,T
2013,71,-863437,1678000,T
2014,72,-823141,1678000,T
2013,71,-746546,1678000,T
2013,71,-769450,1678000,T
2014,72,-776102,1678000,T
2012,70,-824818,1678000,T
2012,70,-770375,1678000,T
2013,71,-769668,1678000,T
2013,71,-798650,1678000,T
2014,72,-748524,1678000,T
2014,72,-748206,1678000,T
2015,73,-835514,1678000,T
2015,73,-860772,1678000,T
2015,73,-894270,1678000,T
2015,73,-887766,1678000,T
2012,70,-877715,1678000,T
2012,70,-863968,1678000,T
2012,70,-806132,1678000,T
2012,70,-802548,1678000,T
2012,70,-767997,1678000,T
2013,71,-841659,1678000,T
2013,71,-801533,1678000,T
2013,71,-725313,1678000,T
2013,71,-785812,1678000,T
2013,71,-878990,1678000,T
2013,71,-884287,1678000,T
2013,71,-939008,1678000,T
2012,70,-805457,1678000,T
2012,70,-741477,1678000,T
2012,70,-732304,1678000,T
2012,70,-809395,1678000,T
2012,70,-807483,1678000,T
2012,70,-772788,1678000,T
2013,71,-815136,1678000,T
2013,71,-737293,1678000,T
2014,72,-900161,1678000,T
2014,72,-903500,1678000,T
2014,72,-859511,1678000,T
2013,71,-809545,1678000,T
2013,71,-767170,1678000,T
2013,71,-755570,1678000,T
2014,72,-803839,1678000,T
2014,72,-805555,1678000,T
2014,72,-821503,1678000,T
2012,70,-805270,1678000,T
2012,70,-732313,1678000,T
2014,72,-815924,1678000,T
2014,72,-764492,1678000,T
2014,72,-746754,1678000,T
2015,73,-855576,1678000,T
2015,73,-816774,1678000,T
2015,73,-824489,1678000,T
2013,71,-675679,1678000,T
2014,72,-729393,1678000,T
2014,72,-823665,1678000,T
2014,72,-869092,1678000,T
2014,72,-882196,1678000,T
2015,73,-831503,1678000,T
2015,73,-837163,1678000,T
2015,73,-802259,1678000,T
2015,73,-734884,1678000,T
2013,71,-820280,1678000,T
2013,71,-833196,1678000,T
2014,72,-745946,1678000,T
2014,72,-791943,1678000,T
2015,73,-790644,1678000,T
2016,74,-787539,1678000,T
2013,71,-813475,1678000,T
2013,71,-808427,1678000,T
2013,71,-762628,1678000,T
2013,71,-745702,1678000,T
2015,73,-835643,1678000,T
2015,73,-837452,1678000,T
2013,71,-827227,1678000,T
2014,72,-719430,1678000,T
2014,72,-745503,1678000,T
2014,72,-752882,1678000,T
2015,73,-798341,1678000,T
2015,73,-829402,1678000,T
2013,71,-737429,1678000,T
2014,72,-790808,1678000,T
2014,72,-803305,1678000,T
2014,72,-804028,1678000,T
2014,72,-784467,1678000,T
2013,71,-691316,1678000,T
2013,71,-732787,1678000,T
2013,71,-742777,1678000,T
2013,71,-746420,1678000,T
2013,71,-747823,1678000,T
2014,72,-776155,1678000,T
2014,72,-802630,1678000,T
2015,73,-732082,1678000,T
2015,73,-785684,1678000,T
2015,73,-807134,1678000,T
2014,72,-778573,1678000,T
2014,72,-746765,1678000,T
2013,71,-623546,1678000,T
2013,71,-690186,1678000,T
2014,72,-737844,1678000,T
2014,72,-774312,1678000,T
2013,71,-690188,1678000,T
2013,71,-732816,1678000,T
2013,71,-775116,1678000,T
2013,71,-764376,1678000,T
2013,71,-777724,1678000,T
2013,71,-776975,1678000,T
2014,72,-803489,1678000,T
2014,72,-1004457,1678000,T
2014,72,-971034,1678000,T
2013,71,-734794,1678000,T
2014,72,-737854,1678000,T
2014,72,-777205,1678000,T
2013,71,-732754,1678000,T
2015,73,-786143,1678000,T
2015,73,-716229,1678000,T
2015,73,-705118,1678000,T
2014,72,-792565,1678000,T
2014,72,-830334,1678000,T
2014,72,-784868,1678000,T
2014,72,-725260,1678000,T
2015,73,-751900,1678000,T
2015,73,-739059,1678000,T
2014,72,-717218,1678000,T
2014,72,-748585,1678000,T
2014,72,-760370,1678000,T
2015,73,-716914,1678000,T
2016,74,-756398,1678000,T
2014,72,-841251,1678000,T
2014,72,-802520,1678000,T
2015,73,-822394,1678000,T
2015,73,-814548,1678000,T
2015,73,-786638,1678000,T
2016,74,-716404,1678000,T
2014,72,-814860,1678000,T
2014,72,-834124,1678000,T
2014,72,-871103,1678000,T
2014,72,-874003,1678000,T
2014,72,-900672,1678000,T
2015,73,-790020,1678000,T
2015,73,-787695,1678000,T
2016,74,-723210,1678000,T
2016,74,-770749,1678000,T
2014,72,-813641,1678000,T
2014,72,-781789,1678000,T
2014,72,-788699,1678000,T
2015,73,-831493,1678000,T
2015,73,-834820,1678000,T
2015,73,-788072,1678000,T
2015,73,-775769,1678000,T
2014,72,-766020,1678000,T
2014,72,-767206,1678000,T
2014,72,-811100,1678000,T
2014,72,-876561,1678000,T
2015,73,-846670,1678000,T
2014,72,-847811,1678000,T
2014,72,-817969,1678000,T
2014,72,-765073,1678000,T
2015,73,-822011,1678000,T
2015,73,-826754,1678000,T
2015,73,-815055,1678000,T
2015,73,-814742,1678000,T
2015,73,-804207,1678000,T
2015,73,-768990,1678000,T
2016,74,-827328,1678000,T
2016,74,-771451,1678000,T
2016,74,-748507,1678000,T
2014,72,-794094,1678000,T
2014,72,-808985,1678000,T
2015,73,-778031,1678000,T
2015,73,-799387,1678000,T
2016,74,-778012,1678000,T
2014,72,-766145,1678000,T
2014,72,-698823,1678000,T
2014,72,-797262,1678000,T
2014,72,-803719,1678000,T
2014,72,-825731,1678000,T
2014,72,-876569,1678000,T
2015,73,-729532,1678000,T
2015,73,-848088,1678000,T
2016,74,-726632,1678000,T
2016,74,-771565,1678000,T
2014,72,-823837,1678000,T
2014,72,-826556,1678000,T
2014,72,-734799,1678000,T
2014,72,-759006,1678000,T
2014,72,-806336,1678000,T
2015,73,-836600,1678000,T
2014,72,-781950,1678000,T
2014,72,-762673,1678000,T
2015,73,-766403,1678000,T
2015,73,-768322,1678000,T
2014,72,-797159,1678000,T
2015,73,-755728,1678000,T
1989,47,-780443,1678000,O
1965,23,-1051297,1678000,O
1965,23,-806917,1678000,O
1961,19,-788333,1678000,O
1974,32,-1023999,1678000,O
1989,47,-744649,1678000,O
1968,26,-720610,1678000,O
1957,15,-861178,1678000,O
1969,27,-782911,1678000,O
1965,23,-814694,1678000,O
1965,23,-814694,1678000,O
1991,49,-943539,1678000,O
1968,26,-784717,1678000,O
1987,45,-822297,1678000,O
1973,31,-730453,1678000,O
1968,26,-904865,1678000,O
1968,26,-956637,1678000,O
1989,47,-785017,1678000,O
1964,22,-846548,1678000,O
1983,41,-735615,1678000,O
2016,74,-746097,1678000,O
1970,28,-745327,1678000,O
1964,22,-731987,1678000,O
1968,26,-612900,1678000,O
1968,26,-963143,1678000,O
2012,70,-1139079,1678000,O
1971,29,-747824,1678000,O
1973,31,-776402,1678000,O
1974,32,-782108,1678000,O
1985,43,-774394,1678000,O
1989,47,-854340,1678000,O
1989,47,-554805,1678000,O
1982,40,-723315,1678000,O
1962,20,-780673,1678000,O
1980,38,-746618,1678000,O
1966,24,-771474,1678000,O
1967,25,-800417,1678000,O
1972,30,-802629,1678000,O
1972,30,-780750,1678000,O
1972,30,-791617,1678000,O
1973,31,-784967,1678000,O
1971,29,-806108,1678000,O
1983,41,-732106,1678000,O
1982,40,-790534,1678000,O
1993,51,-795799,1678000,O
1993,51,-783412,1678000,O
1999,57,-731752,1678000,O
2010,68,-694598,1678000,O
1981,39,-788480,1678000,O
2007,65,-864459,1678000,O
2000,58,-752097,1678000,O
1988,46,-607011,1678000,O
1986,44,-782961,1678000,O
1998,56,-795763,1678000,O
2008,66,-775506,1678000,O
2000,58,-764666,1678000,O
2008,66,-691432,1678000,O
2012,70,-720779,1678000,O
2007,65,-782054,1678000,O
2008,66,-741827,1678000,O
1993,51,-721531,1678000,O
2009,67,-693366,1678000,O
2009,67,-800941,1678000,O
2005,63,-661237,1678000,O
2009,67,-778766,1678000,O
2006,64,-670119,1678000,O
1985,43,-780194,1678000,O
1982,40,-793947,1678000,O
1982,40,-793947,1678000,O
1983,41,-783964,1678000,O
1988,46,-747911,1678000,O
2013,71,-734790,1678000,O
1997,55,-823338,1678000,O
2001,59,-749298,1678000,O
2015,73,-834701,1678000,O
2006,64,-1055119,1678000,O
2002,60,-594946,1678000,O
2014,72,-733276,1678000,O
2015,73,-744269,1678000,O
2004,62,-823609,1678000,O
1998,56,-604618,1678000,O
1993,51,-792646,1678000,O
2007,65,-864183,1678000,O
1982,40,-789533,1678000,O
1996,54,-759380,1678000,O
2004,62,-835041,1678000,O
2003,61,-756560,1678000,O
2005,63,-666095,1678000,O
1978,36,-792006,1678000,O
1978,36,-739027,1678000,O
1982,40,-736209,1678000,O
1983,41,-736094,1678000,O
1982,40,-778699,1678000,O
1993,51,-932133,1678000,O
1987,45,-770562,1678000,O
1994,52,-979660,1678000,O
1997,55,-749487,1678000,O
1997,55,-861717,1678000,O
1979,37,-346450,1678000,O
2006,64,-1062393,1678000,O
2015,73,-776120,1678000,O
2009,67,-792658,1678000,O
2011,69,-787830,1678000,O
2003,61,-710451,1678000,O
2003,61,-661660,1678000,O
2007,65,-696040,1678000,O
2015,73,-784061,1678000,O
1996,54,-784466,1678000,O
1992,50,-812669,1678000,O
1992,50,-696201,1678000,O
1998,56,-779885,1678000,O
1992,50,-736329,1678000,O
1987,45,-701152,1678000,O
1997,55,-779945,1678000,O
1998,56,-818018,1678000,O
2007,65,-830755,1678000,O
2016,74,-734682,1678000,O
2003,61,-788262,1678000,O
2001,59,-773353,1678000,O
2003,61,-986647,1678000,O
2006,64,-692044,1678000,O
2008,66,-691432,1678000,O
1978,36,-819192,1678000,O
1992,50,-745757,1678000,O
1977,35,-790588,1678000,O
1998,56,-733626,1678000,O
2004,62,-725794,1678000,O
2002,60,-758039,1678000,O
2003,61,-758039,1678000,O
2004,62,-744706,1678000,O
2005,63,-744706,1678000,O
2005,63,-744706,1678000,O
2005,63,-741693,1678000,O
2005,63,-740166,1678000,O
2006,64,-745662,1678000,O
2008,66,-748338,1678000,O
2008,66,-747526,1678000,O
2008,66,-747047,1678000,O
2008,66,-729415,1678000,O
2008,66,-746235,1678000,O
2008,66,-741217,1678000,O
2009,67,-743894,1678000,O
2015,73,-746097,1678000,O
2016,74,-746303,1678000,O
2000,58,-736094,1678000,O
2000,58,-735738,1678000,O
2002,60,-734099,1678000,O
2002,60,-734099,1678000,O
2002,60,-734099,1678000,O
